INTERMEDIATE;増;(ぞう, ふ);늘다, 증가하다;減;(げん, へ);줄다, 감소하다;'인구 증가'를 일본어로 어떻게 표현할까요?;人口増加(じんこうぞうか);인구 증가;増える(ふえる);늘다;人口減少(じんこうげんしょう);인구 감소;減る(へる);줄다;<ruby><rb>都市</rb><rt>とし</rt></ruby>では<ruby><rb>人口</rb><rt>じんこう</rt></ruby>が<ruby><rb>増</rb><rt>ふ</rt></ruby>え、<ruby><rb>地方</rb><rt>ちほう</rt></ruby>では<ruby><rb>減</rb><rt>へ</rt></ruby>っています。;도시에서는 인구가 늘고, 지방에서는 줄고 있습니다.;じんこうぞうか (人口増加);'인구 증가'는 일본어로 人口増加(じんこうぞうか)라고 표현합니다. 오늘 배운 增(ぞう)를 사용한 단어였습니다!
INTERMEDIATE;参;(さん, まい);참가하다;退;(たい, しりぞ);물러나다, 퇴장하다;'참가'를 일본어로 무엇이라고 할까요?;参加(さんか);참가;参る(まいる);가다 (겸양어);退職(たいしょく);퇴직;退く(しりぞく);물러나다;<ruby><rb>会議</rb><rt>かいぎ</rt></ruby>に<ruby><rb>参加</rb><rt>さんか</rt></ruby>したが、<ruby><rb>早</rb><rt>はや</rt></ruby>く<ruby><rb>退職</rb><rt>たいしょく</rt></ruby>する<ruby><rb>人</rb><rt>ひと</rt></ruby>もいました。;회의에 참가했지만, 일찍 퇴직하는 사람도 있었습니다.;さんか (参加);'참가'는 일본어로 参加(さんか)라고 합니다. 오늘 배운 参(さん)를 사용한 단어였습니다!
INTERMEDIATE;賛;(さん);찬성하다;反;(はん, そ);반대하다;'찬성'을 일본어로 어떻게 말할까요?;賛成(さんせい);찬성;賛同(さんどう);찬동;反対(はんたい);반대;反省(はんせい);반성;<ruby><rb>提案</rb><rt>ていあん</rt></ruby>に<ruby><rb>賛成</rb><rt>さんせい</rt></ruby>する<ruby><rb>人</rb><rt>ひと</rt></ruby>と<ruby><rb>反対</rb><rt>はんたい</rt></ruby>する<ruby><rb>人</rb><rt>ひと</rt></ruby>がいました。;제안에 찬성하는 사람과 반대하는 사람이 있었습니다.;さんせい (賛成);'찬성'은 일본어로 賛成(さんせい)라고 말합니다. 오늘 배운 賛(さん)를 사용한 단어였습니다!
INTERMEDIATE;進;(しん, すす);전진하다, 나아가다;退;(たい, しりぞ);후퇴하다, 물러나다;'진학'을 일본어로 무엇이라고 할까요?;進学(しんがく);진학;進む(すすむ);나아가다;後退(こうたい);후퇴;退く(しりぞく);물러나다;<ruby><rb>大学</rb><rt>だいがく</rt></ruby>に<ruby><rb>進学</rb><rt>しんがく</rt></ruby>して<ruby><rb>前</rb><rt>まえ</rt></ruby>に<ruby><rb>進</rb><rt>すす</rt></ruby>みたいです。;대학에 진학해서 앞으로 나아가고 싶습니다.;しんがく (進学);'진학'은 일본어로 進学(しんがく)이라고 합니다. 오늘 배운 進(しん)를 사용한 단어였습니다!
INTERMEDIATE;複;(ふく);복잡하다, 여러;単;(たん);단순하다, 하나;'복잡하다'를 일본어로 어떻게 표현할까요?;複雑(ふくざつ);복잡하다;複数(ふくすう);복수;単純(たんじゅん);단순하다;単語(たんご);단어;<ruby><rb>複雑</rb><rt>ふくざつ</rt></ruby>な<ruby><rb>問題</rb><rt>もんだい</rt></ruby>より<ruby><rb>単純</rb><rt>たんじゅん</rt></ruby>な<ruby><rb>方法</rb><rt>ほうほう</rt></ruby>を<ruby><rb>探</rb><rt>さが</rt></ruby>します。;복잡한 문제보다 단순한 방법을 찾습니다.;ふくざつ (複雑);'복잡하다'는 일본어로 複雑(ふくざつ)라고 표현합니다. 오늘 배운 複(ふく)를 사용한 단어였습니다!
INTERMEDIATE;得;(とく, え);얻다, 이득;失;(しつ, うしな);잃다, 실패;'소득'을 일본어로 무엇이라고 할까요?;所得(しょとく);소득;得る(える);얻다;失業(しつぎょう);실업;失う(うしなう);잃다;<ruby><rb>所得</rb><rt>しょとく</rt></ruby>を<ruby><rb>得</rb><rt>え</rt></ruby>て、<ruby><rb>失業</rb><rt>しつぎょう</rt></ruby>を<ruby><rb>避</rb><rt>さ</rt></ruby>けたいです。;소득을 얻고, 실업을 피하고 싶습니다.;しょとく (所得);'소득'은 일본어로 所得(しょとく)이라고 합니다. 오늘 배운 得(とく)를 사용한 단어였습니다!
INTERMEDIATE;優;(ゆう, やさ);뛰어나다, 우수하다;劣;(れつ, おと);뒤떨어지다;'우수하다'를 일본어로 어떻게 표현할까요?;優秀(ゆうしゅう);우수하다;優しい(やさしい);친절하다;劣等(れっとう);열등;劣る(おとる);뒤떨어지다;<ruby><rb>優秀</rb><rt>ゆうしゅう</rt></ruby>な<ruby><rb>成績</rb><rt>せいせき</rt></ruby>で<ruby><rb>優</rb><rt>やさ</rt></ruby>しい<ruby><rb>人</rb><rt>ひと</rt></ruby>です。;우수한 성적이고 친절한 사람입니다.;ゆうしゅう (優秀);'우수하다'는 일본어로 優秀(ゆうしゅう)라고 표현합니다. 오늘 배운 優(ゆう)를 사용한 단어였습니다!
INTERMEDIATE;承;(しょう, うけたまわ);승낙하다, 받들다;否;(ひ);부정하다;'승인'을 일본어로 무엇이라고 할까요?;承認(しょうにん);승인;承諾(しょうだく);승낙;否定(ひてい);부정;否認(ひにん);부인;<ruby><rb>計画</rb><rt>けいかく</rt></ruby>の<ruby><rb>承認</rb><rt>しょうにん</rt></ruby>を<ruby><rb>得</rb><rt>え</rt></ruby>て、<ruby><rb>否定</rb><rt>ひてい</rt></ruby>されませんでした。;계획의 승인을 얻어, 부정되지 않았습니다.;しょうにん (承認);'승인'은 일본어로 承認(しょうにん)이라고 합니다. 오늘 배운 承(しょう)를 사용한 단어였습니다!
INTERMEDIATE;貸;(たい, か);빌려주다;借;(しゃく, か);빌리다;'대출'을 일본어로 어떻게 말할까요?;貸出(かしだし);대출;貸す(かす);빌려주다;借金(しゃっきん);빚;借りる(かりる);빌리다;<ruby><rb>銀行</rb><rt>ぎんこう</rt></ruby>から<ruby><rb>貸出</rb><rt>かしだし</rt></ruby>を<ruby><rb>受</rb><rt>う</rt></ruby>け、<ruby><rb>借金</rb><rt>しゃっきん</rt></ruby>を<ruby><rb>返</rb><rt>かえ</rt></ruby>します。;은행에서 대출을 받아, 빚을 갚습니다.;かしだし (貸出);'대출'은 일본어로 貸出(かしだし)라고 말합니다. 오늘 배운 貸(たい)를 사용한 단어였습니다!
INTERMEDIATE;輸;(ゆ);수송하다;送;(そう, おく);보내다;'수입'을 일본어로 무엇이라고 할까요?;輸入(ゆにゅう);수입;輸出(ゆしゅつ);수출;送料(そうりょう);배송비;送る(おくる);보내다;<ruby><rb>海外</rb><rt>かいがい</rt></ruby>から<ruby><rb>商品</rb><rt>しょうひん</rt></ruby>を<ruby><rb>輸入</rb><rt>ゆにゅう</rt></ruby>し、<ruby><rb>送料</rb><rt>そうりょう</rt></ruby>を<ruby><rb>払</rb><rt>はら</rt></ruby>いました。;해외에서 상품을 수입하고, 배송비를 지불했습니다.;ゆにゅう (輸入);'수입'은 일본어로 輸入(ゆにゅう)이라고 합니다. 오늘 배운 輸(ゆ)를 사용한 단어였습니다!
